ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
ENA|ORPV01007245|ORPV01007245.1,0,5763,UniRef50_UPI0004863A1A,753,4269	ERZ1026784.1035,0,16286,UniRef50_UPI0004863A1A,2158,5674
ENA|ORPV01007245|ORPV01007245.1,0,5763,UniRef50_UPI0004863A1A,753,4269	ERZ925433.5420,0,30669,UniRef50_UPI0004863A1A,19382,22898
ENA|ORPV01007245|ORPV01007245.1,0,5763,UniRef50_UPI0004863A1A,753,4269	ERZ918889.107612,0,15156,UniRef50_UPI0004863A1A,3615,7131
ENA|ORPV01007245|ORPV01007245.1,0,5763,UniRef50_UPI0004863A1A,753,4269	ENA-OGDY01000111-OGDY01000111.1-metagenome-genome-assembly--contig:-NODE-111-length-98452-cov-11.846774,0,98452,UniRef50_UPI0004863A1A,21281,24797
ERZ932694.3,3376,32872,UniRef50_A0A1T4JZ89,8202,11952	ERZ932694.3,3376,32872,UniRef50_A0A1T4JZ89,8202,11952
ERZ925269.26057,0,11752,UniRef50_A0A413P550,395,4838	ERZ925269.26057,0,11752,UniRef50_A0A413P550,395,4838
ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531	ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531
ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531	ERZ920239.11036,0,5424,UniRef50_UPI0005D15D13,1712,5387
ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531	ERZ920292.84,105319,178638,UniRef50_UPI0005D15D13,132872,136547
ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531	ERZ913628.147,0,48848,UniRef50_UPI0005D15D13,2999,6674
ERZ1029111.218518,0,14029,UniRef50_UPI0005D15D13,2856,6531	ERZ920292.84,126722,178638,UniRef50_UPI0005D15D13,132872,136547
ERZ1024281.3472,0,29396,UniRef50_UPI000DC25B92,22292,25796	ERZ1024281.3472,0,29396,UniRef50_UPI000DC25B92,22292,25796
ERZ943774.47398,0,12903,UniRef50_A0A1T4KTI7,8360,12335	ERZ943774.47398,0,12903,UniRef50_A0A1T4KTI7,8360,12335
ERZ943774.47398,0,12903,UniRef50_A0A1T4KTI7,8360,12335	ERZ943814.139667,0,20117,UniRef50_A0A1T4KTI7,14834,18809
ENA|UYCG01000057|UYCG01000057.1,88563,131129,UniRef50_UPI0005D15D13,89018,92699	ENA|UYCG01000057|UYCG01000057.1,88563,131129,UniRef50_UPI0005D15D13,89018,92699
NZ_QUIE01000024.1,2415,53682,UniRef50_A0A413P550,42363,48180	NZ_QUIE01000024.1,2415,53682,UniRef50_A0A413P550,42363,48180
ERZ1034691.580,0,27225,UniRef50_UPI0011C7414E,414,4335	ERZ1034691.580,0,27225,UniRef50_UPI0011C7414E,414,4335
Ga0364922_11522,0,5140,UniRef50_UPI000427E3F7,1888,5098	Ga0364922_11522,0,5140,UniRef50_UPI000427E3F7,1888,5098
ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473	ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473
ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473	ERZ960960.11714,0,8551,UniRef50_A0A2N2WBK1,1473,5433
ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473	ERZ948601.17245,0,9072,UniRef50_A0A2N2WBK1,1896,5856
ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473	ERZ950545.7694,0,8368,UniRef50_A0A2N2WBK1,2935,6895
ERZ950711.7957,0,21549,UniRef50_A0A2N2WBK1,14513,18473	ERZ947263.14205,0,7732,UniRef50_A0A2N2WBK1,584,4544
ERZ922475.793,0,38571,UniRef50_A0A2N2WBK1,40,3211	ERZ922475.793,0,38571,UniRef50_A0A2N2WBK1,40,3211
ERZ922475.793,0,38571,UniRef50_A0A2N2WBK1,40,3211	ERZ1061746.9,19081,56572,UniRef50_A0A2N2WBK1,21264,25083
ENA|PMTJ01000083|PMTJ01000083.1,0,24208,UniRef50_UPI000B29DE28,704,4952	ENA|PMTJ01000083|PMTJ01000083.1,0,24208,UniRef50_UPI000B29DE28,704,4952
ERZ922472.1642,5691,42020,UniRef50_A0A2N2WBK1,35944,39769	ERZ922472.1642,5691,42020,UniRef50_A0A2N2WBK1,35944,39769
ERZ919334.263,77498,111945,UniRef50_A0A415GCN6,94701,98595	ERZ919334.263,77498,111945,UniRef50_A0A415GCN6,94701,98595
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OWCK01000101|OWCK01000101.1,0,107126,UniRef50_A0A1T4JZ89,62704,66454
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ918243.59194,254403,377458,UniRef50_A0A1T4JZ89,300926,304676
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ916138.50802,0,92558,UniRef50_A0A1T4JZ89,25361,29111
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|UXQM01000012|UXQM01000012.1,0,89539,UniRef50_A0A1T4JZ89,4455,8205
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|UXQY01000007|UXQY01000007.1,107518,172487,UniRef50_A0A1T4JZ89,154104,157854
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ918004.109044,0,42414,UniRef50_A0A1T4JZ89,4908,8658
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ916003.62506,0,37002,UniRef50_A0A1T4JZ89,4241,7991
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ916075.95369,0,29239,UniRef50_A0A1T4JZ89,20645,24395
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ919601.41524,0,29111,UniRef50_A0A1T4JZ89,20645,24395
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OWBX01000415|OWBX01000415.1,0,61042,UniRef50_A0A1T4JZ89,52980,56730
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|ULVR01036598|ULVR01036598.1,0,60232,UniRef50_A0A1T4JZ89,51724,55474
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ909646.13763,0,57782,UniRef50_A0A1T4JZ89,52434,56184
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OLGF01000310|OLGF01000310.1,9699,57573,UniRef50_A0A1T4JZ89,21268,25018
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|ORSE01001077|ORSE01001077.1,0,25401,UniRef50_A0A1T4JZ89,5485,9235
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OLNE01000024|OLNE01000024.1,103148,174210,UniRef50_A0A1T4JZ89,146469,150219
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|UYCH01000003|UYCH01000003.1,233761,303465,UniRef50_A0A1T4JZ89,283561,287311
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OLOA01000270|OLOA01000270.1,0,57310,UniRef50_A0A1T4JZ89,52141,55891
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ909689.28052,0,119737,UniRef50_A0A1T4JZ89,72665,76415
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|OWCF01000459|OWCF01000459.1,0,45444,UniRef50_A0A1T4JZ89,33365,37115
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ917818.8211,0,65080,UniRef50_A0A1T4JZ89,729,4479
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ933195.25,0,16387,UniRef50_A0A1T4JZ89,425,4175
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|ULUF01025712|ULUF01025712.1,0,92506,UniRef50_A0A1T4JZ89,63397,67147
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ920774.21653,0,122124,UniRef50_A0A1T4JZ89,72039,75789
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|RQDL01000022|RQDL01000022.1,0,20455,UniRef50_A0A1T4JZ89,16292,20042
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ919419.58246,0,38255,UniRef50_A0A1T4JZ89,33686,37436
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ENA|UPNT01000055|UPNT01000055.1,7716,156564,UniRef50_A0A1T4JZ89,63888,67638
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ857827.254,0,82592,UniRef50_A0A1T4JZ89,6385,10135
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ812616.35,0,101007,UniRef50_A0A1T4JZ89,3843,7593
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ917832.43943,0,94464,UniRef50_A0A1T4JZ89,89164,92914
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ919142.46602,0,90370,UniRef50_A0A1T4JZ89,85070,88820
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ917570.8784,86829,187985,UniRef50_A0A1T4JZ89,180433,184183
ENA|ULSF01037059|ULSF01037059.1,0,22408,UniRef50_A0A1T4JZ89,4173,7923	ERZ914805.20321,0,94400,UniRef50_A0A1T4JZ89,89163,92913
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940898.166945,0,33170,UniRef50_A0A1T4JZ89,27278,30992
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940940.105202,0,33872,UniRef50_A0A1T4JZ89,1003,4717
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940925.106234,0,33202,UniRef50_A0A1T4JZ89,1254,4968
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940820.15219,0,33224,UniRef50_A0A1T4JZ89,358,4072
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940720.45574,0,26791,UniRef50_A0A1T4JZ89,21392,25109
ERZ940736.137658,0,35210,UniRef50_A0A1T4JZ89,29152,32866	ERZ940758.33908,0,20465,UniRef50_A0A1T4JZ89,1201,4918
ERZ919344.46,141955,185507,UniRef50_A0A1M7G246,158036,161777	ERZ919344.46,141955,185507,UniRef50_A0A1M7G246,158036,161777
ERZ930878.122037,0,9969,UniRef50_A0A1M7G246,2989,6745	ERZ930878.122037,0,9969,UniRef50_A0A1M7G246,2989,6745
ERZ913557.21106,0,13838,UniRef50_UPI0005D15D13,4204,7942	ERZ913557.21106,0,13838,UniRef50_UPI0005D15D13,4204,7942
ERZ913557.21106,0,13838,UniRef50_UPI0005D15D13,4204,7942	ERZ919651.35613,0,40779,UniRef50_UPI0005D15D13,18019,21757
Ga0265300_10009497,0,7166,UniRef50_UPI000427E3F7,1145,5225	Ga0265300_10009497,0,7166,UniRef50_UPI000427E3F7,1145,5225
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	ENA|UQAK01000001|UQAK01000001.1,262787,321231,UniRef50_A0A1T4JZ89,280016,283769
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	ERZ918331.8675,0,58502,UniRef50_A0A1T4JZ89,37519,41272
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	ERZ987626.15929,0,49714,UniRef50_A0A1T4JZ89,28731,32484
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	ERZ918111.48921,0,41308,UniRef50_A0A1T4JZ89,14351,18104
ERZ824586.336,35847,62831,UniRef50_A0A1T4JZ89,37547,41297	Ga0245096_100815,0,36075,UniRef50_A0A1T4JZ89,15595,19348
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ918398.51026,0,8395,UniRef50_A0A1T4JZ89,1335,5025
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ918086.20867,7119,44661,UniRef50_A0A1T4JZ89,24414,28101
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OQUI01000072|OQUI01000072.1,0,28750,UniRef50_A0A1T4JZ89,23296,26986
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ934391.4,111456,137610,UniRef50_A0A1T4JZ89,113220,116910
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OJAL01000196|OJAL01000196.1,0,26158,UniRef50_A0A1T4JZ89,21753,25443
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OQUT01000130|OQUT01000130.1,111543,137735,UniRef50_A0A1T4JZ89,113306,116996
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OQVA01000021|OQVA01000021.1,17318,85150,UniRef50_A0A1T4JZ89,79696,83386
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ825204.1086,9431,35638,UniRef50_A0A1T4JZ89,10146,13836
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OWDJ01000495|OWDJ01000495.1,0,47800,UniRef50_A0A1T4JZ89,25183,28873
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ858004.31,66510,183533,UniRef50_A0A1T4JZ89,68274,71964
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ERZ857990.57,0,27151,UniRef50_A0A1T4JZ89,17471,21158
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	Ga0169825_100488,0,27060,UniRef50_A0A1T4JZ89,14955,18642
Ga0243854_1000620,27724,54838,UniRef50_A0A1T4JZ89,29490,33177	ENA|OBZQ01000747|OBZQ01000747.1,0,18345,UniRef50_A0A1T4JZ89,222,3909
Ga0334990_0000510,0,23696,UniRef50_A0A2N2WBK1,13372,17170	Ga0334990_0000510,0,23696,UniRef50_A0A2N2WBK1,13372,17170
ERZ914843.14294,0,6989,UniRef50_A0A1M7G246,397,4156	ERZ914843.14294,0,6989,UniRef50_A0A1M7G246,397,4156
ERZ914843.14294,0,6989,UniRef50_A0A1M7G246,397,4156	ERZ914822.22203,0,11554,UniRef50_A0A1M7G246,4049,7808
ENA|OFFH01000732|OFFH01000732.1,0,20586,UniRef50_A0A2N2WBK1,16755,20421	ENA|OFFH01000732|OFFH01000732.1,0,20586,UniRef50_A0A2N2WBK1,16755,20421
ERZ919530.23175,0,10027,UniRef50_A0A2N2WBK1,1191,4932	ERZ919530.23175,0,10027,UniRef50_A0A2N2WBK1,1191,4932
ERZ963960.1290,0,6507,UniRef50_A0A2N2WBK1,1782,5736	ERZ963960.1290,0,6507,UniRef50_A0A2N2WBK1,1782,5736
ENA|UYCB01000844|UYCB01000844.1,0,20597,UniRef50_A0A350RLV5,16878,20589	ENA|UYCB01000844|UYCB01000844.1,0,20597,UniRef50_A0A350RLV5,16878,20589
Ga0100392_1016617,0,5800,UniRef50_A0A229GIY5,103,3985	Ga0100392_1016617,0,5800,UniRef50_A0A229GIY5,103,3985
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ918042.61300,5959,40811,UniRef50_U2UMQ6,12177,15885
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|UMCH01098015|UMCH01098015.1,0,31947,UniRef50_U2UMQ6,24733,28441
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|ULQC01039402|ULQC01039402.1,0,33958,UniRef50_U2UMQ6,26004,29712
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ917555.52023,0,33446,UniRef50_U2UMQ6,25611,29319
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|OPCA01000480|OPCA01000480.1,3269,38361,UniRef50_U2UMQ6,6774,10482
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ910733.15112,6435,39545,UniRef50_U2UMQ6,10016,13724
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|ORRT01000317|ORRT01000317.1,8168,42125,UniRef50_U2UMQ6,12370,16078
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ917265.23110,0,33534,UniRef50_U2UMQ6,25512,29220
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|UZTP01000209|UZTP01000209.1,0,63090,UniRef50_U2UMQ6,55068,58776
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|OPAL01000094|OPAL01000094.1,0,58218,UniRef50_U2UMQ6,50585,54299
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ENA|OWSA01000260|OWSA01000260.1,0,62046,UniRef50_U2UMQ6,30795,34503
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ919131.12610,6521,39639,UniRef50_U2UMQ6,10591,14299
ENA|UMJF01020372|UMJF01020372.1,2978,36564,UniRef50_U2UMQ6,6896,10610	ERZ917711.27172,0,34121,UniRef50_U2UMQ6,26213,29921
ERZ919330.17686,0,7970,UniRef50_A0A1T4JZ89,4355,7970	ERZ919330.17686,0,7970,UniRef50_A0A1T4JZ89,4355,7970
ERZ920174.510,14378,65421,UniRef50_A0A1T4JZ89,24912,28614	ERZ920174.510,14378,65421,UniRef50_A0A1T4JZ89,24912,28614
ENA|UXIA01004990|UXIA01004990.1,0,18183,UniRef50_UPI000CEBE9AF,12959,16811	ENA|UXIA01004990|UXIA01004990.1,0,18183,UniRef50_UPI000CEBE9AF,12959,16811
ENA|UOWG01007797|UOWG01007797.1,0,6216,UniRef50_A0Q7Q2,1676,5462	ENA|UOWG01007797|UOWG01007797.1,0,6216,UniRef50_A0Q7Q2,1676,5462
ERZ914844.90,78495,128067,UniRef50_A0A1T4JZ89,89353,93289	ERZ914844.90,78495,128067,UniRef50_A0A1T4JZ89,89353,93289
ERZ941843.60910,0,9820,UniRef50_UPI0011C7414E,4858,8641	ERZ941843.60910,0,9820,UniRef50_UPI0011C7414E,4858,8641
ERZ941843.60910,0,9820,UniRef50_UPI0011C7414E,4858,8641	ERZ827177.3185,0,10676,UniRef50_UPI0011C7414E,5424,9213
Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712	Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712
Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712	Ga0210020_1010846,0,5603,UniRef50_A0A2M8KVT8,56,4019
Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712	Ga0210058_1010843,0,5570,UniRef50_A0A2M8KVT8,39,4002
Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712	Ga0210034_1009920,0,5467,UniRef50_A0A2M8KVT8,1449,5412
Ga0210041_1006615,0,7789,UniRef50_A0A2M8KVT8,1749,5712	ERZ909569.9432,0,14711,UniRef50_A0A2M8KVT8,107,4082
ERZ919547.51576,0,6740,UniRef50_UPI000CEBE9AF,849,4920	ERZ919547.51576,0,6740,UniRef50_UPI000CEBE9AF,849,4920
ERZ919547.51576,0,6740,UniRef50_UPI000CEBE9AF,849,4920	ERZ919547.51576,0,6740,UniRef50_UPI000CEBE9AF,849,4920
ERZ913244.11637,0,29622,UniRef50_A0A1T4JZ89,24422,28172	ERZ913244.11637,0,29622,UniRef50_A0A1T4JZ89,24422,28172
ERZ913244.11637,0,29622,UniRef50_A0A1T4JZ89,24422,28172	ERZ919366.32613,0,21330,UniRef50_A0A1T4JZ89,3019,6769
ERZ940763.111241,116720,145529,UniRef50_A0A2N2WBK1,136806,140472	ERZ940763.111241,116720,145529,UniRef50_A0A2N2WBK1,136806,140472
ERZ940948.56084,0,14857,UniRef50_A0A1T4KTI7,10727,14636	ERZ940948.56084,0,14857,UniRef50_A0A1T4KTI7,10727,14636
NZ_CP017832.1,37715,111190,UniRef50_A0A1D9P5I8,99879,103683	NZ_CP017832.1,37715,111190,UniRef50_A0A1D9P5I8,99879,103683
ERZ920287.34232,0,5432,UniRef50_A0A1M7G246,1624,5398	ERZ920287.34232,0,5432,UniRef50_A0A1M7G246,1624,5398
ERZ795072.4955-NODE-4955-length-6206-cov-6.371322,0,6206,UniRef50_T0D7A2,2357,5777	ERZ795072.4955-NODE-4955-length-6206-cov-6.371322,0,6206,UniRef50_T0D7A2,2357,5777
ERZ1063267.1,61,39393,UniRef50_UPI000DC25B92,29194,32698	ERZ1063267.1,61,39393,UniRef50_UPI000DC25B92,29194,32698
ENA|UZPN01000001|UZPN01000001.1,274201,360348,UniRef50_UPI0004E1B397,287343,291180	ENA|UZPN01000001|UZPN01000001.1,274201,360348,UniRef50_UPI0004E1B397,287343,291180
ENA|UZPN01000001|UZPN01000001.1,274201,360348,UniRef50_UPI0004E1B397,287343,291180	ERZ917465.22681,23486,109633,UniRef50_UPI0004E1B397,92653,96490
ERZ918288.45895,0,28966,UniRef50_A0A1T4KTI7,6014,9866	ERZ918288.45895,0,28966,UniRef50_A0A1T4KTI7,6014,9866
ERZ918288.45895,0,28966,UniRef50_A0A1T4KTI7,6014,9866	ERZ826146.946,0,30310,UniRef50_A0A1T4KTI7,3898,7750
ERZ918288.45895,0,28966,UniRef50_A0A1T4KTI7,6014,9866	ERZ826170.1628,0,26138,UniRef50_A0A1T4KTI7,3186,7038
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UYDT01003101|UYDT01003101.1,0,9679,UniRef50_A0A3D4SCU6,6095,9647
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ORPU01001422|ORPU01001422.1,0,21095,UniRef50_A0A3D4SCU6,3437,7229
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OOTA01000793|OOTA01000793.1,0,9170,UniRef50_A0A3D4SCU6,1620,5400
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGZW01001363|OGZW01001363.1,0,19823,UniRef50_A0A3D4SCU6,5074,8854
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHMF01000363|OHMF01000363.1,0,23159,UniRef50_A0A3D4SCU6,18930,22710
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OXSI01000091|OXSI01000091.1,618,30246,UniRef50_A0A3D4SCU6,2466,6246
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHBW01000235|OHBW01000235.1,0,26783,UniRef50_A0A3D4SCU6,7364,11144
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OHEG01000141|OHEG01000141.1,0,33534,UniRef50_A0A3D4SCU6,12504,16284
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OLVU01000437|OLVU01000437.1,0,36323,UniRef50_A0A3D4SCU6,3126,6906
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OKRT01000247|OKRT01000247.1,0,24848,UniRef50_A0A3D4SCU6,13,3802
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGQX01003462|OGQX01003462.1,0,10791,UniRef50_A0A3D4SCU6,2023,5803
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ORVS01005336|ORVS01005336.1,0,9071,UniRef50_A0A3D4SCU6,730,4510
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGJN01000520|OGJN01000520.1,0,26878,UniRef50_A0A3D4SCU6,22416,26196
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGOA01000918|OGOA01000918.1,0,16761,UniRef50_A0A3D4SCU6,7547,11201
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ORMJ01000560|ORMJ01000560.1,0,27802,UniRef50_A0A3D4SCU6,7910,11690
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OYAX01000860|OYAX01000860.1,0,6445,UniRef50_A0A3D4SCU6,2487,6267
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|ORVI01000945|ORVI01000945.1,0,33527,UniRef50_A0A3D4SCU6,11917,15592
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OWSG01002381|OWSG01002381.1,0,11059,UniRef50_A0A3D4SCU6,2209,5989
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|OGWU01001260|OGWU01001260.1,0,14916,UniRef50_A0A3D4SCU6,4997,8777
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	Ga0245246_102277,0,12161,UniRef50_A0A3D4SCU6,8147,11927
Ga0245307_1005370,0,6946,UniRef50_A0A3D4SCU6,3132,6585	ENA|UXPU01001856|UXPU01001856.1,0,8815,UniRef50_A0A3D4SCU6,4382,8162
